unit_code,name,description,comments,start_date,end_date,symbol
DB,Libra seca,"Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto.",,1/1/22,,
DC,Disco (disco),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DD,Grado [unidad de ángulo],Es el resultado de dividir el ángulo llano en 180 partes iguales.,,1/1/22,,°
DE,Acuerdo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DEC,Década,Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años).,,1/1/22,,
DG,Decigramo,,,1/1/22,,dg
DI,dispensador,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DJ,Decagramo,,,1/1/22,,dag
DLT,Decilitro,,,1/1/22,,dl
DMA,Decámetro cúbico,,,1/1/22,,dam³
DMK,Decímetro cuadrado ,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,1/1/22,,dm²
DMO,Kiloliter norma,"Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos.",,1/1/22,,
DMQ,Decímetro cúbico,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,1/1/22,,dm³
DMT,Decímetro,Es una unidad de longitud. Es el primer submúltiplo del metro y equivale a la décima parte de él.,,1/1/22,,dm
DN,Decinewton metro,,,1/1/22,,dN·m
DPC,Docenas de piezas,"Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar).",,1/1/22,,
DPR,Docenas de pares,Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de).,,1/1/22,,
DPT,Peso de desplazamiento,"Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas.",,1/1/22,,
DQ,registro de datos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DRA,Dram (EUA),"Sinónimo: dracma (Reino Unido), dram Troy",,1/1/22,,
DRI,Dram (UK),"Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente, necesitando de un circuito dinámico de refresco que, cada cierto período, revisa dicha carga y la repone en un ciclo de refresco.",,1/1/22,,
DRL,Docena de rodillos,"Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos.",,1/1/22,,
DRM,Drachm (UK),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DS,monitor,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DT,Tonelada seca,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",,1/1/22,,
DTN,Decitonelada métrica,"Sinónimo: centner, métrico 100 kg; Quintal, métrico 100 kg",,1/1/22,,dt or dtn
DU,dina,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,1/1/22,,Dyn
DWT,Pennyweight,"La unidad obsoleta pennyweight era Unidad de masa utilizada en el Reino Unido antes de 1971. Se consideraba equivalente a la masa de un penique, y equivale a la 1/240 parte de una libra troy. Se abrevia pwt.",,1/1/22,,
Dx,Dina por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,1/1/22,,Dyn / cm
DY,Libro de directorio,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
DZN,Docena,Unidad de recuento de definir el número de unidades en múltiplos de 12.,,1/1/22,,DOZ
DZP,Docena de paquete,Unidad de conteo que define el número de paquetes en múltiplos de 12 (paquete: unidad de embalaje estándar).,,1/1/22,,
E01,Newton por centímetro cuadrado,Medida de la presión expresada en newtons por centímetro cuadrado,,1/1/22,,N/cm²
E07,Megawatt hora por hora,Unidad de energía acumulado de un millón de vatios durante un período de una hora.,,1/1/22,,MW·h/h
E08,Megavatios por hertz,Unidad de energía expresada como el cambio de carga en millones de watts que provocará un desplazamiento de frecuencia de un hertz.,,1/1/22,,MW/Hz
E09,Miliamperio hora,Unidad de carga de potencia entregada a razón de una milésima parte de un amperio durante un período de una hora.,,1/1/22,,mA·h
E10,Día de grado,Unidad de medida utilizada en la meteorología y la ingeniería para medir la demanda de calentamiento o enfriamiento durante un período determinado de días.,,1/1/22,,deg da
E11,Gigacalorie,Una unidad de energía térmica equivalente a mil millones de calorías.,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,1/1/22,,
E12,Mille,Unidad de recuento de definir el número de cigarrillos en unidades de 1.000.,,1/1/22,,
E14,Kilocaloría (tabla internacional),,,1/1/22,,kcalIT
E15,Kilocaloría (termoquímica) por hora,,,1/1/22,,kcalth/h
E16,Millón de btu (ti) por hora,Unidad de potencia igual a un millón de unidades térmicas británicas por hora.,,1/1/22,,BtuIT/h
E17,Pie cúbico por segundo,Unidad de volumen igual a un pie cúbico pasa por un punto dado en un periodo de un segundo.,,1/1/22,,ft³/s
E18,Tonelada por hora,Una unidad de peso o masa equivalente a una tonelada métrica por hora.,,1/1/22,,t/h
E19,Ping,"Unidad de área equivalente a 3,3 metros cuadrados.",,1/1/22,,
E20,Megabit por segundo,Unidad de información igual a 10 ⁶  (1000000) bits (dígitos binarios) por segundo.,,1/1/22,,Mbit/s
E21,Shares,Unidad de recuento para definir el número de acciones (proporción: un total o una parte de las partes en que se divide el capital de una entidad comercial).,,1/1/22,,
E22,Tue,Unidad de recuento para definir el número de unidades equivalentes a veinte pies (TEU) como una medida de la capacidad de carga en contenedores.,,1/1/22,,
E23,Neumático,"Unidad de recuento de definir el número de neumáticos (una cubierta sólida o llena de aire colocado alrededor de una llanta de rueda para formar un contacto suave con la carretera, absorber los golpes y proporcionar tracción).",,1/1/22,,
E25,Unidad activa,Unidad de conteo que define el número de unidades activas dentro de una sustancia.,,1/1/22,,
E27,Dosis,Unidad de recuento de definir el número de dosis (dosis: una cantidad definida de un medicamento o fármaco).,,1/1/22,,
E28,Tonelada seca de aire,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",,1/1/22,,
E3,remolque,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
E30,Hebra,"Unidad de recuento de definir el número de hebras (hebra: de largo,, flexible, solo hilo delgado, tiras de fibra, filamento constituyente o múltiplos de la misma, trenzados entre sí).",,1/1/22,,
E31,Metro cuadrado por litro,Unidad de recuento de definir el número de metros cuadrados por litro.,,1/1/22,,m²/l
E32,Litros por hora,Unidad de recuento de definir el número de litros por hora.,,1/1/22,,l/h
E33,Por mil pies,Unidad de recuento de definir el número de pies por mil unidades.,,1/1/22,,
E34,Gigabyte,Unidad de información igual a 10⁹ bytes.,,1/1/22,,Gbyte
E35,Terabyte,Unidad de información igual a 10¹² bytes.,,1/1/22,,Tbyte
E36,Petabyte,Unidad de información igual a 10¹⁵ bytes.,,1/1/22,,Pbyte
E37,Pixel,Unidad de recuento de definir el número de píxeles (píxel: elemento de imagen).,,1/1/22,,
E38,Megapíxeles,Unidad de recuento igual a 10 $ ⁶ $ (1000000) píxeles (elementos de imagen).,,1/1/22,,
E39,Puntos por pulgada,Unidad de información que define el número de puntos por pulgada lineal como una medida de la resolución o nitidez de una imagen gráfica.,,1/1/22,,dpi
E4,Kilo bruto,Unidad de masa que define el número total de kilogramos antes de las deducciones.,,1/1/22,,
E40,Parte por cien mil,Unidad de proporción igual a 10⁻⁵.,,1/1/22,,ppht
E41,Kilogramo-fuerza por milímetro cuadrado,,,1/1/22,,kgf·m/cm²
E42,Kilogramo-fuerza por centímetro cuadrado,,,1/1/22,,kgf/cm²
E43,Joule por centímetro cuadrado,Una unidad de energía que define el número de julios por centímetro cuadrado.,,1/1/22,,J/cm²
E44,Metros kilogramo-fuerza por centímetro cuadrado,Unidad de torsión que define el medidor de par kilogramo-fuerza por centímetro cuadrado.,,1/1/22,,kgf·m/cm²
E45,MiliOhm,,,1/1/22,,mΩ
E46,Kilovatio hora por metro cúbico,Unidad de consumo de energía expresada como kilovatio hora por metro cúbico.,,1/1/22,,kW·h/m³
E47,Kilovatio hora por kelvin,Unidad de consumo de energía expresada como kilovatio hora por kelvin.,,1/1/22,,kW·h/K
E48,Unidad de servicio,Unidad de conteo que define el número de unidades de servicio (unidad de servicio: definido período / propiedad / centro / utilidad de alimentación).,,1/1/22,,
E49,Día de trabajo,Unidad de recuento de definir el número de días de trabajo (jornada de trabajo: un día en el que se lleva a cabo normalmente un trabajo).,,1/1/22,,
E5,Tonelada métrica larga,Utilice ton (UK) o tonelada larga (US) (código común LTN),"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
E50,Unidad de cuenta,Unidad de recuento de definir el número de unidades de contabilidad.,,1/1/22,,
E51,Trabajo,Unidad de recuento de definir el número de puestos de trabajo.,,1/1/22,,
E52,Run foot,Unidad de conteo para definir la distancia (en la unidad Pie) que se dan en una carrera).,,1/1/22,,
E53,Prueba,Unidad de recuento de definir el número de pruebas.,,1/1/22,,
E54,Viaje,Unidad de recuento de definir el número de viajes.,,1/1/22,,
E55,Utilizar,Unidad de recuento de definir el número de veces que se utiliza un objeto.,,1/1/22,,
E56,Bien,Unidad de recuento para definir el número de pozos.,,1/1/22,,
E57,Zona,Unidad de conteo que define el número de zonas.,,1/1/22,,
E58,Exabit por segundo,Unidad de información igual a 10¹⁸ bits (dígitos binarios) por segundo.,,1/1/22,,Ebit/s
E59,Exbibyte,Unidad de información igual a 2⁶⁰ bytes.,,1/1/22,,Eibyte
E60,Pebibyte,Unidad de información igual a 2⁵⁰ bytes.,,1/1/22,,Pibyte
E61,Tebibyte,Unidad de información igual a 2⁴⁰ bytes.,,1/1/22,,Tibyte
E62,Gibibyte,Unidad de información igual a 2³⁰ bytes.,,1/1/22,,Gibyte
E63,Mebibyte,Unidad de información igual a 2²⁰ bytes.,,1/1/22,,Mibyte
E64,Kibibyte,Unidad de información igual a 2¹⁰ bytes.,,1/1/22,,Kibyte
E65,Exbibit por metro,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro.,,1/1/22,,Eibit/m
E66,Exbibit por metro cuadrado,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Eibit/m²
E67,Exbibit por metro cúbico,Unidad de información igual a 2⁶⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Eibit/m³
E68,Gigabyte por segundo,Unidad de información igual a 10⁹ bytes por segundo.,,1/1/22,,Gbyte/s
E69,Gibibit por metro,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro.,,1/1/22,,Gibit/m
E70,Gibibit por metro cuadrado,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Gibit/m²
E71,Gibibit por metro cúbico,Unidad de información igual a 2³⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Gibit/m³
E72,Kibibit por metro,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro.,,1/1/22,,Kibit/m
E73,Kibibit por metro cuadrado,Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Kibit/m²
E74,Kikibit por metro cúbico., Unidad de información igual a 2¹⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Kibit/m³
E75,Mebbit por metro., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro.,,1/1/22,,Mibit/m
E76,Mebbitt por metro cuadrado., Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Mibit/m²
E77,Mebbit por metro cúbico. , Unidad de información igual a 2²⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Mibit/m³
E78,Petabit, Unidad de información igual a 10¹⁵ los bits (dígitos binarios).,,1/1/22,,Pbit
E79,Pebibit por segundo., Unidad de información igual a 10¹⁵ bits (dígitos binarios) por segundo.,,1/1/22,,Pbit/s
E80,Pebibit por metro.,Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro.,,1/1/22,,Pibit/m
E81,Pebibit por metro cuadrado., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Pibit/m²
E82,Pebibit por metro cúbico., Unidad de información igual a 2⁵⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Pibit/m³
E83,Tebibit., Unidad de información igual a 10¹² los bits (dígitos binarios).,,1/1/22,,Tbit
E84,Tebibit por segundo, Unidad de información igual a 10¹² bits (dígitos binarios) por segundo.,,1/1/22,,Tbit/s
E85,Tebibit por metro., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro.,,1/1/22,,Tibit/m
E86,Tebibit por metro cúbico., Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cúbico.,,1/1/22,,Tibit/m³
E87,Tebibit por metro cuadrado, Unidad de información igual a 2⁴⁰ bits (dígitos binarios) por metro cuadrado.,,1/1/22,,Tibit/m²
E88,Bit por metro,Unidad de información igual a 1 bit (dígito binario) por metro.,,1/1/22,,bit/m
E89,Bit por metro cuadrado, Unidad de información igual a 1 bit (dígito binario) por metro cuadrado.,,1/1/22,,bit/m²
E90,Centímetro recíproco,,,1/1/22,,cm⁻¹
E91,Día recíproco,,,1/1/22,,d⁻¹
E92,Decímetro cúbico por hora,,,1/1/22,,dm³/h
E93,Kilogramo por hora,,,1/1/22,,kg/h
E94,KiloMol por segundo,,,1/1/22,,kmol/s
E95,Mol por segundo,,,1/1/22,,mol/s
E96,Grado por segundo,,,1/1/22,,°/s
E97,Mililitro por gadro celsius metro,,,1/1/22,,mm/(°C·m)
E98,Grado celsius por kelvin,,,1/1/22,,°C/K
E99,Hectopascal por bar,,,1/1/22,,hPa/bar
EA,Elemento,Unidad de conteo que define el número de elementos considerados como unidades separadas.,,1/1/22,,
EB,Casilla de correo electrónico,Es el destino al que correo electrónico se entregan los mensajes. Es el equivalente de un buzón en el sistema postal.,,1/1/22,,
EP,Paquete de once,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
EQ,Galón equivalente,Unidad de volumen que define el número de galones de producto producido a partir de concentrado.,,1/1/22,,
F01,Bit por metro cúbico,Unidad de información igual a 1 bit (dígito binario) por metro cúbico.,,1/1/22,,bit/m³
F02,Kelvin por kelvin,,,1/1/22,,K/K
F03,Kilopascal por bar,,,1/1/22,,kPa/bar
F04,Milibar por bar,,,1/1/22,,mbar/bar
F05,Megapascal por bar,,,1/1/22,,MPa/bar
F06,Poise por bar,,,1/1/22,,P/bar
F07,Pascal por bar,,,1/1/22,,Pa/bar
F08,Miliamperio por pulgada,,,1/1/22,,mA/in
F1,Mil pies cúbicos por día,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
F10,Kelvin por hora,,,1/1/22,,K/h
F11,Kelvin por minuto,,,1/1/22,,K/min
F12,Kelvin por segundo,,,1/1/22,,K/s
F13,Slug,Una unidad de masa. Un slug es la masa acelerada a 1 pie por segundo por segundo por una fuerza de 1 libra.,,1/1/22,,slug
F14,Gramo por kelvin,,,1/1/22,,g/K
F15,Kilogramo por kelvin,,,1/1/22,,kg/K
F16,Miligramo por kelvin,,,1/1/22,,mg/K
F17,Libra fuerza por pie,,,1/1/22,,lbf/ft
F18,Kilogramo centímetro cuadrado,,,1/1/22,,kg·cm²
F19,Kilogramo milimetro cuadrado,,,1/1/22,,kg·mm²
F20,Libra pulgada cuadrada,,,1/1/22,,lb·in²
F21,Libra fuerza pulgada,,,1/1/22,,lbf·in
F22,Libra fuerza por pie entre amperio,,,1/1/22,,lbf·ft/A
F23,Gramo por decímetro cúbico,,,1/1/22,,g/dm³
F24,Kilogramo por kiloMol,,,1/1/22,,kg/kmol
F25,Gramo por hertz,,,1/1/22,,g/Hz
F26,Gramo por día,,,1/1/22,,g/d
F27,Gramo por hora,,,1/1/22,,g/h
F28,Gramo por minuto,,,1/1/22,,g/min
F29,Gramo por segundo,,,1/1/22,,g/s
F30,Kilogramo por día,,,1/1/22,,kg/d
F31,Kilogramo por minuto,,,1/1/22,,kg/min
F32,Miligramo por dia,,,1/1/22,,mg/d
F33,Miligramo por minuto,,,1/1/22,,mg/min
F34,Miligramo por segundo,,,1/1/22,,mg/s
F35,Gramo por día kelvin,,,1/1/22,,g/(d·K)
F36,Gramo por hora kelvin,,,1/1/22,,g/(h·K)
F37,Gramo por minuto kelvin,,,1/1/22,,g/(min·K)
F38,Gramo por segundo kelvin,,,1/1/22,,g/(s·K)
F39,Kilogramo por día kelvin,,,1/1/22,,kg/(d·K)
F40,Kilogramo por hora kelvin,,,1/1/22,,kg/(h·K)
F41,Kilogramo por minuto kelvin,,,1/1/22,,kg/(min·K)
F42,Kilogramo por segundo kelvin,,,1/1/22,,kg/(s·K)
F43,Miligramo por día kelvin,,,1/1/22,,mg/(d·K)
F44,Miligramo por hora kelvin,,,1/1/22,,mg/(h·K)
F45,Miligramo por minuto kelvin,,,1/1/22,,mg/(min·K)
F46,Miligramo por segundo kelvin,,,1/1/22,,mg/(s·K)
F47,Newton por milímetro,,,1/1/22,,N/mm
F48,Libra fuerza por pulgada,,,1/1/22,,lbf/in
F49,Rod (Unidad de distancia),Unidad de distancia equivalente a 5.5 yardas (16 pies 6 pulgadas),,1/1/22,,rd (US)
F50,Micrómetro por kelvin,,,1/1/22,,µm/K
F51,Centímetro por kelvin,,,1/1/22,,cm/K
F52,Metro por kelvin,,,1/1/22,,m/K
F53,Mililitro por kelvin,,,1/1/22,,mm/K
F54,MiliOhm por metro,,,1/1/22,,mΩ/m
F55,Ohm por milla (milla estatal),,,1/1/22,,Ω/mi
F56,Ohm por kilómetro,,,1/1/22,,Ω/km
F57,Miliamperio por libra-fuerza por pulgada cuadrada,,,1/1/22,,mA/(lbf/in²)
F58,Bar recíproco,,,1/1/22,,1/bar
F59,Miliamperio por bar,,,1/1/22,,mA/bar
F60,Grado celsius por bar,,,1/1/22,,°C/bar
F61,Kelvin por bar,,,1/1/22,,K/bar
F62,Gramo por día bar,,,1/1/22,,g/(d·bar)
F63,Gramo por hora bar,,,1/1/22,,g/(h·bar)
F64,Gramo por minuto bar,,,1/1/22,,g/(min·bar)
F65,Gramo por segundo bar,,,1/1/22,,g/(s·bar)
F66,Kililogramo por día bar,,,1/1/22,,kg/(d·bar)
F67,Kilogramo por hora bar,,,1/1/22,,kg/(h·bar)
F68,Kilogramo por minuto bar,,,1/1/22,,kg/(min·bar)
F69,Kilogramo por segundo bar,,,1/1/22,,kg/(s·bar)
F70,Miligramo por día bar,,,1/1/22,,mg/(d·bar)
F71,Miligramo por hora bar,,,1/1/22,,mg/(h·bar)
F72,Miligramo por minuto bar,,,1/1/22,,mg/(min·bar)
F73,Miligramo por segundo bar,,,1/1/22,,mg/(s·bar)
F74,Gramo por bar,,,1/1/22,,g/bar
F75,Miligramo por bar,,,1/1/22,,mg/bar
F76,Miliamperio por milímetro,,,1/1/22,,mA/mm
F77,Pascal segundo por kelvin,,,1/1/22,,Pa.s/K
F78,Pulgada de agua,,,1/1/22,,inH₂O
F79,Pulgada de mercurio,,,1/1/22,,inHg
F80,Caballos de fuerza de agua,Define la cantidad de potencia requerida para mover un volumen dado de agua contra la aceleración de la gravedad a una elevación especificada (cabezal de presión).,,1/1/22,,
F81,Bar por kelvin,,,1/1/22,,bar/K
F82,Hectopascal por kelvin,,,1/1/22,,hPa/K
F83,Kilopascal por kelvin,,,1/1/22,,kPa/K
F84,Milibar por kelvin,,,1/1/22,,mbar/K
F85,Megapascal por kelvin,,,1/1/22,,MPa/K
F86,Poise por kelvin,,,1/1/22,,P/K
F87,Voltio por litro minuto,,,1/1/22,,V/(l·min)
F88,Newton centímetro,,,1/1/22,,N·cm
F89,Newton metro por grados,,,1/1/22,,Nm/°
F9,Fibra por centímetro cúbico de aire,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
F90,Newton metro por amperio,,,1/1/22,,N·m/A
F91,Bar litro por segundo,,,1/1/22,,bar·l/s
F92,Bar metro cúbico por segundo,,,1/1/22,,bar·m³/s
F93,Hectopascal litro por segundo,,,1/1/22,,hPa·l/s
F94,Hectopascal metro cúbico por segundo,,,1/1/22,,hPa·m³/s
F95,Milibar litro por segundo,,,1/1/22,,mbar·l/s
F96,Milibar metro cúbico por segundo,,,1/1/22,,mbar·m³/s
F97,Megapascal litro por segundo,,,1/1/22,,MPa·l/s
F98,Megapascal metro cúbico por segundo,,,1/1/22,,MPa·m³/s
F99,Pascal litro por segundo,,,1/1/22,,Pa·l/s
FAH,Grado fahrenheit,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),,1/1/22,,°F
FAR,Farad,"Es la capacidad de un condensador eléctrico que entre sus armaduras aparece una diferencia de potencial eléctrico de 1 volt, cuando está cargado con una cantidad de electricidad igual a 1 coulomb. ",,1/1/22,,F
FB,campo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
FBM,Medidor de fibra,Unidad de longitud que define el número de metros de fibra individual.,,1/1/22,,
FC,Mil pies cúbicos,Unidad de volumen igual a mil pies cúbicos.,,1/1/22,,kft³
FD,Millones de partículas por pie cúbico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
FE,Pie de pista,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
FF,Cien metros cúbicos,Unidad de volumen igual a cien metros cúbicos.,,1/1/22,,
FG,Parche transdérmico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,
FH,MicroMol,,,1/1/22,,µmol
FIT,Fallas en el tiempo,Unidad de conteo que define el número de fallos que se pueden esperar en un intervalo de tiempo especificado. Las tasas de fallo de los componentes semiconductores se especifican a menudo como FIT (fallas en la unidad de tiempo) donde 1 FIT = 10?? / h.,,1/1/22,,FIT
FL,Flake ton,Unidad de masa que define el número de toneladas de una sustancia en copos (escamas: un pequeño fragmento plano).,,1/1/22,,
FM,Millones de pies cúbicos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",1/1/22,,Mft³
FOT,Pie,"Unidad de medida empleada por aeronautas, equivale a 30.48 cm",,1/1/22,,ft
FP,Libra por pie cuadrado,,,1/1/22,,lb/ft²
FR,Pie por minuto,,,1/1/22,,ft/min
FS,Pie por segundo,,,1/1/22,,ft/s
FTK,Pie cuadrado," Es una unidad de superficie del sistema anglosajón de unidades, equivalente a un cuadrado de un pie de lado.",,1/1/22,,ft²
FTQ,Pie cúbico,,,1/1/22,,ft³
G01,Pascal metro cúbico por segundo,,,1/1/22,,Pa·m³/s
G04,Centímetro por bar,,,1/1/22,,cm/bar
G05,Metro por bar ,,,1/1/22,,m/bar
G06,Milímetro por bar ,,,1/1/22,,mm/bar
G08,Pulgada cuadrada por segundo,,,1/1/22,,in²/s
G09,Metro cuadrado por segundo kelvin,,,1/1/22,,m²/(s·K)
G10,Stokes por kelvin,,,1/1/22,,St/K
G11,Gramo por centímetro cúbico bar,,,1/1/22,,g/(cm³·bar)
G12,Gramo por decímetro cúbico bar,,,1/1/22,,g/(dm³·bar)
G13,Gramo por litro bar,,,1/1/22,,g/(l·bar)
G14,Gramo por metro cúbico bar,,,1/1/22,,g/(m³·bar)
G15,Gramo por mililitro bar,,,1/1/22,,g/(ml·bar)
G16,Kilogramo por centímetro cúbico bar,,,1/1/22,,kg/(cm³·bar)
G17,Kilogramo por litro bar,,,1/1/22,,kg/(l·bar)
G18,Kilogramo por metro cúbico bar,,,1/1/22,,kg/(m³·bar)
G19,Newton metro por kilogramo,,,1/1/22,,N·m/kg
G2,Galón (EUA) por minuto,,,1/1/22,,gal (US) /min
G20,Libra-fuerza pie por libra,,,1/1/22,,lbf·ft/lb
G21,Taza (unidad de volumen),,,1/1/22,,cup (US)
G23,Peck,Es una unidad de medida imperial y habitual en  Estados Unidos de volumen seco.,,1/1/22,,pk (US)
G24,Cucharada (estados unidos),"1/2 onzas fluidas, 3 cucharaditas, 15 mililitros",,1/1/22,,tablespoon (US)
G25,Cucharilla (estados unidos),1/6 onzas fluidas o 5 mililitros,,1/1/22,,teaspoon (US)
G26,Estere,,,1/1/22,,st
G27,Centímetro cúbico por kelvin,,,1/1/22,,cm³/K
G28,Litro por kelvin,,,1/1/22,,l/K
G29,Metro cúbico por kelvin,,,1/1/22,,m³/K
G3,Galón (RU) por minuto,,,1/1/22,,gal (UK) /min
G30,Mililitro por klevin,,,1/1/22,,ml/K
G31,Kilogramo por centímetro cúbico,,,1/1/22,,kg/cm³
G32,Onza (avoirdupois) por yarda cúbica,,,1/1/22,,oz/yd³
G33,Gramo por centímetro cúbico kelvin,,,1/1/22,,g/(cm³·K)
G34,Gramo por decímetro cúbico kelvin,,,1/1/22,,g/(dm³·K)
G35,Gramo por litro kelvin,,,1/1/22,,g/(l·K)
G36,Gramo por metro cúbico kelvin,,,1/1/22,,g/(m³·K)
G37,Gramo por mililitro kelvin,,,1/1/22,,g/(ml·K)
G38,Kilogramo por centímetro cúbico kelvin,,,1/1/22,,kg/(cm³·K)
G39,Kilogramo por litro kelvin,,,1/1/22,,kg/(l·K)
G40,Kilogramo por metro cúbico kelvin,,,1/1/22,,kg/(m³·K)
G41,Metro cuadrado por segundo bar,,,1/1/22,,m²/(s·bar)
G42,Microsiemens por centímetro,,,1/1/22,,µS/cm
G43,Microsiemens por metro,,,1/1/22,,µS/m
G44,Nanosiemens por centímetro,,,1/1/22,,nS/cm
G45,Nanosiemens por metro,,,1/1/22,,nS/m
G46,Stokes por bar,,,1/1/22,,St/bar
G47,Centímetro cúbico por día,,,1/1/22,,cm³/d
G48,Centímetro cúbico por hora,,,1/1/22,,cm³/h
G49,Centímetro cúbico por minuto,,,1/1/22,,cm³/min
G50,Galón por hora,,,1/1/22,,gal/h
